text,label,sarcasm_type,source,has_emoji,has_hashtag,text_length,clean_text,emoji_count
I am grateful for the slow laptop. 🎉,0,none,synthetic,1,0.0,36.0,i am grateful for the slow laptop 🎉,
Love how the delayed bus always happens to me.,1,situational,synthetic,0,0.0,46.0,love how the delayed bus always happens to me,
I really enjoyed the presentation today today. 😊,0,none,synthetic,1,0.0,48.0,i really enjoyed the presentation today today 😊,
"Wow, just what I needed: my workout.  #irony",1,exaggeration,synthetic,0,1.0,44.0,wow just what i needed my workout  irony,
I truly appreciate family dinner. 😊,0,none,synthetic,1,0.0,35.0,i truly appreciate family dinner 😊,
"Oh great, another the client call.  #life",1,understatement,synthetic,0,1.0,41.0,oh great another the client call  life,
I am excited about the project submission.,0,none,synthetic,0,0.0,42.0,i am excited about the project submission,
"Fantastic, my day is complete with the presentation today.",1,exaggeration,synthetic,0,0.0,58.0,fantastic my day is complete with the presentation today,
my internet crashing improved my day. 🎉,0,none,synthetic,1,0.0,39.0,my internet crashing improved my day 🎉,
Love how the exam schedule always happens to me. 😒 #sarcasm,1,exaggeration,synthetic,1,1.0,59.0,love how the exam schedule always happens to me 😒 sarcasm,
my workout improved my day.,0,none,synthetic,0,0.0,27.0,my workout improved my day,
"Sure, because the feedback I got is exactly what I wanted. 🙃 #irony",1,situational,synthetic,1,1.0,67.0,sure because the feedback i got is exactly what i wanted 🙃 irony,
I really enjoyed my phone battery dying today.,0,none,synthetic,0,0.0,46.0,i really enjoyed my phone battery dying today,
Perfect timing for my vacation plans. 🙃 #life,1,situational,synthetic,1,1.0,45.0,perfect timing for my vacation plans 🙃 life,
I am grateful for the weather today. 👍,0,none,synthetic,1,0.0,38.0,i am grateful for the weather today 👍,
"Oh great, another the power cut. 🙃 #sarcasm",1,understatement,synthetic,1,1.0,43.0,oh great another the power cut 🙃 sarcasm,
my internet crashing was very helpful. 🎉,0,none,synthetic,1,0.0,40.0,my internet crashing was very helpful 🎉,
"Nice, teamwork in class ruined everything.  #mood",1,situational,synthetic,0,1.0,49.0,nice teamwork in class ruined everything  mood,
I really enjoyed the long meeting today. 👍,0,none,synthetic,1,0.0,42.0,i really enjoyed the long meeting today 👍,
"Oh great, another the exam schedule. 😒 #irony",1,understatement,synthetic,1,1.0,45.0,oh great another the exam schedule 😒 irony,
Feeling positive about lunch with friends. 🎉,0,none,synthetic,1,0.0,44.0,feeling positive about lunch with friends 🎉,
Love how the traffic jam always happens to me. 😒 #life,1,situational,synthetic,1,1.0,54.0,love how the traffic jam always happens to me 😒 life,
I truly appreciate my phone battery dying. 👍,0,none,synthetic,1,0.0,44.0,i truly appreciate my phone battery dying 👍,
So happy that teamwork in class happened today.  #sarcasm,1,understatement,synthetic,0,1.0,57.0,so happy that teamwork in class happened today  sarcasm,
Feeling positive about the presentation today. 🎉,0,none,synthetic,1,0.0,48.0,feeling positive about the presentation today 🎉,
"Oh great, another my vacation plans.",1,understatement,synthetic,0,0.0,36.0,oh great another my vacation plans,
Feeling positive about the long meeting. 😊,0,none,synthetic,1,0.0,42.0,feeling positive about the long meeting 😊,
So happy that teamwork in class happened today. 😅,1,understatement,synthetic,1,0.0,49.0,so happy that teamwork in class happened today 😅,
the exam schedule was very helpful. 😊,0,none,synthetic,1,0.0,37.0,the exam schedule was very helpful 😊,
"Wow, just what I needed: the power cut. 😅 #irony",1,verbal_irony,synthetic,1,1.0,48.0,wow just what i needed the power cut 😅 irony,
Today was great because of the client call. 👍,0,none,synthetic,1,0.0,45.0,today was great because of the client call 👍,
"Sure, because family dinner is exactly what I wanted.",1,verbal_irony,synthetic,0,0.0,53.0,sure because family dinner is exactly what i wanted,
my internet crashing went very well. 👍,0,none,synthetic,1,0.0,38.0,my internet crashing went very well 👍,
"Oh great, another working late. 😒 #life",1,exaggeration,synthetic,1,1.0,39.0,oh great another working late 😒 life,
teamwork in class improved my day.,0,none,synthetic,0,0.0,34.0,teamwork in class improved my day,
"Sure, because family dinner is exactly what I wanted. 😅 #mood",1,understatement,synthetic,1,1.0,61.0,sure because family dinner is exactly what i wanted 😅 mood,
the exam schedule improved my day. 😊,0,none,synthetic,1,0.0,36.0,the exam schedule improved my day 😊,
So happy that my vacation plans happened today. 😅,1,situational,synthetic,1,0.0,49.0,so happy that my vacation plans happened today 😅,
I truly appreciate teamwork in class. 😊,0,none,synthetic,1,0.0,39.0,i truly appreciate teamwork in class 😊,
Perfect timing for the slow laptop.  #irony,1,verbal_irony,synthetic,0,1.0,43.0,perfect timing for the slow laptop  irony,
I am excited about the client call. 👍,0,none,synthetic,1,0.0,37.0,i am excited about the client call 👍,
Perfect timing for the presentation today.,1,situational,synthetic,0,0.0,42.0,perfect timing for the presentation today,
family dinner improved my day. 😊,0,none,synthetic,1,0.0,32.0,family dinner improved my day 😊,
Love how my phone battery dying always happens to me. 😒 #mood,1,verbal_irony,synthetic,1,1.0,61.0,love how my phone battery dying always happens to me 😒 mood,
I am grateful for my workout. 😊,0,none,synthetic,1,0.0,31.0,i am grateful for my workout 😊,
"Yeah right, I just love teamwork in class. 😒 #mood",1,exaggeration,synthetic,1,1.0,50.0,yeah right i just love teamwork in class 😒 mood,
I am grateful for my workout. 🎉,0,none,synthetic,1,0.0,31.0,i am grateful for my workout 🎉,
Perfect timing for lunch with friends. 😅 #irony,1,verbal_irony,synthetic,1,1.0,47.0,perfect timing for lunch with friends 😅 irony,
I truly appreciate the weather today. 😊,0,none,synthetic,1,0.0,39.0,i truly appreciate the weather today 😊,
Love how my workout always happens to me. 😅 #mood,1,situational,synthetic,1,1.0,49.0,love how my workout always happens to me 😅 mood,
I truly appreciate the project submission. 😊,0,none,synthetic,1,0.0,44.0,i truly appreciate the project submission 😊,
"Amazing, my alarm stopped working again. 😂 #mood",1,exaggeration,synthetic,1,1.0,48.0,amazing my alarm stopped working again 😂 mood,
I am excited about the delayed bus. 👍,0,none,synthetic,1,0.0,37.0,i am excited about the delayed bus 👍,
So happy that the power cut happened today. 😒,1,exaggeration,synthetic,1,0.0,45.0,so happy that the power cut happened today 😒,
the project submission was very helpful. 🎉,0,none,synthetic,1,0.0,42.0,the project submission was very helpful 🎉,
"Amazing, my printer stopped working again. 😂 #life",1,situational,synthetic,1,1.0,50.0,amazing my printer stopped working again 😂 life,
Today was great because of my vacation plans. 👍,0,none,synthetic,1,0.0,47.0,today was great because of my vacation plans 👍,
"Wow, just what I needed: the traffic jam. 😅 #irony",1,verbal_irony,synthetic,1,1.0,50.0,wow just what i needed the traffic jam 😅 irony,
Today was great because of teamwork in class.,0,none,synthetic,0,0.0,45.0,today was great because of teamwork in class,
"Oh great, another the exam schedule. 🙃 #life",1,verbal_irony,synthetic,1,1.0,44.0,oh great another the exam schedule 🙃 life,
Feeling positive about the feedback I got. 😊,0,none,synthetic,1,0.0,44.0,feeling positive about the feedback i got 😊,
"Fantastic, my day is complete with the project submission. 😒 #life",1,verbal_irony,synthetic,1,1.0,66.0,fantastic my day is complete with the project submission 😒 life,
I am grateful for the weather today. 👍,0,none,synthetic,1,0.0,38.0,i am grateful for the weather today 👍,
"Yeah right, I just love the presentation today. 😒 #mood",1,verbal_irony,synthetic,1,1.0,55.0,yeah right i just love the presentation today 😒 mood,
the exam schedule was very helpful. 🎉,0,none,synthetic,1,0.0,37.0,the exam schedule was very helpful 🎉,
Love how my workout always happens to me.  #life,1,situational,synthetic,0,1.0,48.0,love how my workout always happens to me  life,
the client call improved my day. 🎉,0,none,synthetic,1,0.0,34.0,the client call improved my day 🎉,
"Amazing, my printer stopped working again.",1,understatement,synthetic,0,0.0,42.0,amazing my printer stopped working again,
the slow laptop improved my day.,0,none,synthetic,0,0.0,32.0,the slow laptop improved my day,
"Sure, because the feedback I got is exactly what I wanted. 😒 #mood",1,verbal_irony,synthetic,1,1.0,66.0,sure because the feedback i got is exactly what i wanted 😒 mood,
lunch with friends improved my day. 🎉,0,none,synthetic,1,0.0,37.0,lunch with friends improved my day 🎉,
"Nice, my internet crashing ruined everything. 😂 #life",1,verbal_irony,synthetic,1,1.0,53.0,nice my internet crashing ruined everything 😂 life,
the client call improved my day. 👍,0,none,synthetic,1,0.0,34.0,the client call improved my day 👍,
"Fantastic, my day is complete with my internet crashing. 😅",1,verbal_irony,synthetic,1,0.0,58.0,fantastic my day is complete with my internet crashing 😅,
my internet crashing improved my day. 😊,0,none,synthetic,1,0.0,39.0,my internet crashing improved my day 😊,
"Wow, just what I needed: the traffic jam. 🙃 #sarcasm",1,verbal_irony,synthetic,1,1.0,52.0,wow just what i needed the traffic jam 🙃 sarcasm,
my internet crashing was very helpful. 😊,0,none,synthetic,1,0.0,40.0,my internet crashing was very helpful 😊,
"Yeah right, I just love my vacation plans. 😒 #mood",1,understatement,synthetic,1,1.0,50.0,yeah right i just love my vacation plans 😒 mood,
I am excited about the client call. 👍,0,none,synthetic,1,0.0,37.0,i am excited about the client call 👍,
Love how the slow laptop always happens to me. 😅 #mood,1,situational,synthetic,1,1.0,54.0,love how the slow laptop always happens to me 😅 mood,
Today was great because of the exam schedule.,0,none,synthetic,0,0.0,45.0,today was great because of the exam schedule,
"Oh great, another working late. 😒 #mood",1,verbal_irony,synthetic,1,1.0,39.0,oh great another working late 😒 mood,
I am excited about the presentation today. 👍,0,none,synthetic,1,0.0,44.0,i am excited about the presentation today 👍,
"Yeah right, I just love working late.  #mood",1,situational,synthetic,0,1.0,44.0,yeah right i just love working late  mood,
Today was great because of my phone battery dying.,0,none,synthetic,0,0.0,50.0,today was great because of my phone battery dying,
"Fantastic, my day is complete with teamwork in class. 🙃 #mood",1,situational,synthetic,1,1.0,61.0,fantastic my day is complete with teamwork in class 🙃 mood,
I truly appreciate my phone battery dying. 😊,0,none,synthetic,1,0.0,44.0,i truly appreciate my phone battery dying 😊,
"Nice, family dinner ruined everything. 😅 #sarcasm",1,verbal_irony,synthetic,1,1.0,49.0,nice family dinner ruined everything 😅 sarcasm,
Today was great because of the client call. 😊,0,none,synthetic,1,0.0,45.0,today was great because of the client call 😊,
Perfect timing for family dinner.,1,verbal_irony,synthetic,0,0.0,33.0,perfect timing for family dinner,
I am grateful for the traffic jam. 😊,0,none,synthetic,1,0.0,36.0,i am grateful for the traffic jam 😊,
Love how the delayed bus always happens to me. 😅,1,understatement,synthetic,1,0.0,48.0,love how the delayed bus always happens to me 😅,
the slow laptop was very helpful. 🎉,0,none,synthetic,1,0.0,35.0,the slow laptop was very helpful 🎉,
"Wow, just what I needed: the power cut. 😒 #mood",1,exaggeration,synthetic,1,1.0,47.0,wow just what i needed the power cut 😒 mood,
I really enjoyed the exam schedule today. 🎉,0,none,synthetic,1,0.0,43.0,i really enjoyed the exam schedule today 🎉,
"Yeah right, I just love my vacation plans.  #irony",1,understatement,synthetic,0,1.0,50.0,yeah right i just love my vacation plans  irony,
I truly appreciate my vacation plans. 👍,0,none,synthetic,1,0.0,39.0,i truly appreciate my vacation plans 👍,
"Nice, the feedback I got ruined everything. 😅 #mood",1,situational,synthetic,1,1.0,51.0,nice the feedback i got ruined everything 😅 mood,
my phone battery dying made me feel happy. 😊,0,none,synthetic,1,0.0,44.0,my phone battery dying made me feel happy 😊,
So happy that my internet crashing happened today. 😒,1,verbal_irony,synthetic,1,0.0,52.0,so happy that my internet crashing happened today 😒,
I am excited about the slow laptop. 😊,0,none,synthetic,1,0.0,37.0,i am excited about the slow laptop 😊,
"Wow, just what I needed: the feedback I got. 😒",1,situational,synthetic,1,0.0,46.0,wow just what i needed the feedback i got 😒,
I truly appreciate the weather today. 😊,0,none,synthetic,1,0.0,39.0,i truly appreciate the weather today 😊,
"Wow, just what I needed: the client call. 😅",1,verbal_irony,synthetic,1,0.0,43.0,wow just what i needed the client call 😅,
the client call went very well. 👍,0,none,synthetic,1,0.0,33.0,the client call went very well 👍,
"Fantastic, my day is complete with the slow laptop. 😒 #life",1,situational,synthetic,1,1.0,59.0,fantastic my day is complete with the slow laptop 😒 life,
Today was great because of the feedback I got.,0,none,synthetic,0,0.0,46.0,today was great because of the feedback i got,
"Amazing, my phone stopped working again.  #life",1,understatement,synthetic,0,1.0,47.0,amazing my phone stopped working again  life,
family dinner went very well.,0,none,synthetic,0,0.0,29.0,family dinner went very well,
So happy that lunch with friends happened today. 😒 #mood,1,understatement,synthetic,1,1.0,56.0,so happy that lunch with friends happened today 😒 mood,
family dinner was very helpful. 🎉,0,none,synthetic,1,0.0,33.0,family dinner was very helpful 🎉,
"Wow, just what I needed: the weather today.  #sarcasm",1,verbal_irony,synthetic,0,1.0,53.0,wow just what i needed the weather today  sarcasm,
I am grateful for the presentation today. 😊,0,none,synthetic,1,0.0,43.0,i am grateful for the presentation today 😊,
So happy that the weather today happened today. 😒,1,exaggeration,synthetic,1,0.0,49.0,so happy that the weather today happened today 😒,
Today was great because of the feedback I got. 🎉,0,none,synthetic,1,0.0,48.0,today was great because of the feedback i got 🎉,
"Sure, because teamwork in class is exactly what I wanted. 😅",1,understatement,synthetic,1,0.0,59.0,sure because teamwork in class is exactly what i wanted 😅,
Feeling positive about working late. 😊,0,none,synthetic,1,0.0,38.0,feeling positive about working late 😊,
"Amazing, my laptop stopped working again.  #mood",1,understatement,synthetic,0,1.0,48.0,amazing my laptop stopped working again  mood,
I truly appreciate my internet crashing. 🎉,0,none,synthetic,1,0.0,42.0,i truly appreciate my internet crashing 🎉,
"Oh great, another the weather today. 😂 #sarcasm",1,situational,synthetic,1,1.0,47.0,oh great another the weather today 😂 sarcasm,
I am excited about my workout. 👍,0,none,synthetic,1,0.0,32.0,i am excited about my workout 👍,
"Amazing, my WiFi stopped working again. 😅 #sarcasm",1,exaggeration,synthetic,1,1.0,50.0,amazing my wifi stopped working again 😅 sarcasm,
the weather today was very helpful. 👍,0,none,synthetic,1,0.0,37.0,the weather today was very helpful 👍,
"Amazing, my laptop stopped working again. 😅 #life",1,exaggeration,synthetic,1,1.0,49.0,amazing my laptop stopped working again 😅 life,
the presentation today improved my day. 👍,0,none,synthetic,1,0.0,41.0,the presentation today improved my day 👍,
Perfect timing for my internet crashing. 😅 #life,1,situational,synthetic,1,1.0,48.0,perfect timing for my internet crashing 😅 life,
Feeling positive about my vacation plans.,0,none,synthetic,0,0.0,41.0,feeling positive about my vacation plans,
So happy that the project submission happened today.  #irony,1,verbal_irony,synthetic,0,1.0,60.0,so happy that the project submission happened today  irony,
Feeling positive about the feedback I got. 😊,0,none,synthetic,1,0.0,44.0,feeling positive about the feedback i got 😊,
"Nice, the delayed bus ruined everything.  #irony",1,verbal_irony,synthetic,0,1.0,48.0,nice the delayed bus ruined everything  irony,
the weather today made me feel happy. 😊,0,none,synthetic,1,0.0,39.0,the weather today made me feel happy 😊,
"Oh great, another the slow laptop. 😅 #irony",1,understatement,synthetic,1,1.0,43.0,oh great another the slow laptop 😅 irony,
teamwork in class went very well.,0,none,synthetic,0,0.0,33.0,teamwork in class went very well,
So happy that the traffic jam happened today. 😅,1,situational,synthetic,1,0.0,47.0,so happy that the traffic jam happened today 😅,
I truly appreciate family dinner.,0,none,synthetic,0,0.0,33.0,i truly appreciate family dinner,
"Fantastic, my day is complete with my internet crashing. 😒 #mood",1,exaggeration,synthetic,1,1.0,64.0,fantastic my day is complete with my internet crashing 😒 mood,
I truly appreciate extra homework. 😊,0,none,synthetic,1,0.0,36.0,i truly appreciate extra homework 😊,
So happy that the weather today happened today. 😅 #sarcasm,1,exaggeration,synthetic,1,1.0,58.0,so happy that the weather today happened today 😅 sarcasm,
the client call was very helpful. 👍,0,none,synthetic,1,0.0,35.0,the client call was very helpful 👍,
"Amazing, my internet stopped working again. 😂 #irony",1,exaggeration,synthetic,1,1.0,52.0,amazing my internet stopped working again 😂 irony,
Today was great because of my phone battery dying. 👍,0,none,synthetic,1,0.0,52.0,today was great because of my phone battery dying 👍,
"Wow, just what I needed: my workout. 🙃",1,situational,synthetic,1,0.0,38.0,wow just what i needed my workout 🙃,
I am grateful for the delayed bus. 😊,0,none,synthetic,1,0.0,36.0,i am grateful for the delayed bus 😊,
"Nice, lunch with friends ruined everything.  #life",1,situational,synthetic,0,1.0,50.0,nice lunch with friends ruined everything  life,
the exam schedule improved my day. 👍,0,none,synthetic,1,0.0,36.0,the exam schedule improved my day 👍,
"Wow, just what I needed: my vacation plans. 😂 #mood",1,verbal_irony,synthetic,1,1.0,51.0,wow just what i needed my vacation plans 😂 mood,
my internet crashing improved my day.,0,none,synthetic,0,0.0,37.0,my internet crashing improved my day,
Perfect timing for the long meeting. 😒 #irony,1,understatement,synthetic,1,1.0,45.0,perfect timing for the long meeting 😒 irony,
I am grateful for the delayed bus. 🎉,0,none,synthetic,1,0.0,36.0,i am grateful for the delayed bus 🎉,
So happy that the exam schedule happened today. 🙃 #sarcasm,1,verbal_irony,synthetic,1,1.0,58.0,so happy that the exam schedule happened today 🙃 sarcasm,
Feeling positive about the long meeting. 👍,0,none,synthetic,1,0.0,42.0,feeling positive about the long meeting 👍,
"Yeah right, I just love working late.  #mood",1,understatement,synthetic,0,1.0,44.0,yeah right i just love working late  mood,
the long meeting went very well. 👍,0,none,synthetic,1,0.0,34.0,the long meeting went very well 👍,
Perfect timing for working late.  #sarcasm,1,verbal_irony,synthetic,0,1.0,42.0,perfect timing for working late  sarcasm,
I really enjoyed the feedback I got today.,0,none,synthetic,0,0.0,42.0,i really enjoyed the feedback i got today,
So happy that the slow laptop happened today. 😅 #mood,1,exaggeration,synthetic,1,1.0,53.0,so happy that the slow laptop happened today 😅 mood,
I am excited about the project submission. 😊,0,none,synthetic,1,0.0,44.0,i am excited about the project submission 😊,
"Oh great, another family dinner. 🙃 #sarcasm",1,verbal_irony,synthetic,1,1.0,43.0,oh great another family dinner 🙃 sarcasm,
the traffic jam improved my day.,0,none,synthetic,0,0.0,32.0,the traffic jam improved my day,
"Wow, just what I needed: the traffic jam. 🙃 #irony",1,exaggeration,synthetic,1,1.0,50.0,wow just what i needed the traffic jam 🙃 irony,
Today was great because of lunch with friends. 🎉,0,none,synthetic,1,0.0,48.0,today was great because of lunch with friends 🎉,
"Nice, the client call ruined everything. 🙃 #life",1,verbal_irony,synthetic,1,1.0,48.0,nice the client call ruined everything 🙃 life,
the project submission was very helpful. 👍,0,none,synthetic,1,0.0,42.0,the project submission was very helpful 👍,
"Sure, because the slow laptop is exactly what I wanted. 😅 #irony",1,understatement,synthetic,1,1.0,64.0,sure because the slow laptop is exactly what i wanted 😅 irony,
the exam schedule was very helpful. 😊,0,none,synthetic,1,0.0,37.0,the exam schedule was very helpful 😊,
"Amazing, my internet stopped working again. 😒 #mood",1,verbal_irony,synthetic,1,1.0,51.0,amazing my internet stopped working again 😒 mood,
Feeling positive about the power cut. 🎉,0,none,synthetic,1,0.0,39.0,feeling positive about the power cut 🎉,
"Wow, just what I needed: the long meeting.  #life",1,situational,synthetic,0,1.0,49.0,wow just what i needed the long meeting  life,
I am excited about the weather today. 😊,0,none,synthetic,1,0.0,39.0,i am excited about the weather today 😊,
"Sure, because the exam schedule is exactly what I wanted. 😒 #irony",1,situational,synthetic,1,1.0,66.0,sure because the exam schedule is exactly what i wanted 😒 irony,
I truly appreciate the weather today. 👍,0,none,synthetic,1,0.0,39.0,i truly appreciate the weather today 👍,
"Wow, just what I needed: family dinner. 😒 #sarcasm",1,verbal_irony,synthetic,1,1.0,50.0,wow just what i needed family dinner 😒 sarcasm,
I am grateful for the slow laptop. 😊,0,none,synthetic,1,0.0,36.0,i am grateful for the slow laptop 😊,
Love how my vacation plans always happens to me. 😒 #mood,1,understatement,synthetic,1,1.0,56.0,love how my vacation plans always happens to me 😒 mood,
Feeling positive about the presentation today.,0,none,synthetic,0,0.0,46.0,feeling positive about the presentation today,
"Nice, family dinner ruined everything. 😂 #mood",1,understatement,synthetic,1,1.0,46.0,nice family dinner ruined everything 😂 mood,
Today was great because of family dinner. 😊,0,none,synthetic,1,0.0,43.0,today was great because of family dinner 😊,
"Oh great, another the exam schedule. 😂 #irony",1,verbal_irony,synthetic,1,1.0,45.0,oh great another the exam schedule 😂 irony,
Today was great because of the traffic jam. 😊,0,none,synthetic,1,0.0,45.0,today was great because of the traffic jam 😊,
"Yeah right, I just love the long meeting. 😂",1,understatement,synthetic,1,0.0,43.0,yeah right i just love the long meeting 😂,
I am excited about the power cut. 🎉,0,none,synthetic,1,0.0,35.0,i am excited about the power cut 🎉,
"Nice, the power cut ruined everything. 😂 #sarcasm",1,situational,synthetic,1,1.0,49.0,nice the power cut ruined everything 😂 sarcasm,
the feedback I got made me feel happy. 😊,0,none,synthetic,1,0.0,40.0,the feedback i got made me feel happy 😊,
"Wow, just what I needed: the exam schedule. 😅 #life",1,verbal_irony,synthetic,1,1.0,51.0,wow just what i needed the exam schedule 😅 life,
I am grateful for the slow laptop.,0,none,synthetic,0,0.0,34.0,i am grateful for the slow laptop,
Perfect timing for my workout. 😅 #sarcasm,1,verbal_irony,synthetic,1,1.0,41.0,perfect timing for my workout 😅 sarcasm,
the weather today made me feel happy. 😊,0,none,synthetic,1,0.0,39.0,the weather today made me feel happy 😊,
"Amazing, my headphones stopped working again. 😒 #sarcasm",1,understatement,synthetic,1,1.0,56.0,amazing my headphones stopped working again 😒 sarcasm,
Today was great because of the exam schedule. 🎉,0,none,synthetic,1,0.0,47.0,today was great because of the exam schedule 🎉,
"Yeah right, I just love the exam schedule.",1,exaggeration,synthetic,0,0.0,42.0,yeah right i just love the exam schedule,
I am grateful for the exam schedule. 😊,0,none,synthetic,1,0.0,38.0,i am grateful for the exam schedule 😊,
Love how the project submission always happens to me.  #mood,1,understatement,synthetic,0,1.0,60.0,love how the project submission always happens to me  mood,
I really enjoyed my workout today. 🎉,0,none,synthetic,1,0.0,36.0,i really enjoyed my workout today 🎉,
"Amazing, my phone stopped working again. 😅",1,exaggeration,synthetic,1,0.0,42.0,amazing my phone stopped working again 😅,
I am grateful for working late. 👍,0,none,synthetic,1,0.0,33.0,i am grateful for working late 👍,
"Fantastic, my day is complete with the weather today. 😂 #sarcasm",1,understatement,synthetic,1,1.0,64.0,fantastic my day is complete with the weather today 😂 sarcasm,
I really enjoyed teamwork in class today. 😊,0,none,synthetic,1,0.0,43.0,i really enjoyed teamwork in class today 😊,
"Oh great, another working late. 😒 #irony",1,situational,synthetic,1,1.0,40.0,oh great another working late 😒 irony,
I am grateful for the client call. 👍,0,none,synthetic,1,0.0,36.0,i am grateful for the client call 👍,
Love how family dinner always happens to me. 😒 #life,1,verbal_irony,synthetic,1,1.0,52.0,love how family dinner always happens to me 😒 life,
I am excited about the weather today. 😊,0,none,synthetic,1,0.0,39.0,i am excited about the weather today 😊,
Perfect timing for the presentation today. 🙃 #mood,1,situational,synthetic,1,1.0,50.0,perfect timing for the presentation today 🙃 mood,
Today was great because of the presentation today. 😊,0,none,synthetic,1,0.0,52.0,today was great because of the presentation today 😊,
Perfect timing for lunch with friends. 😒 #irony,1,understatement,synthetic,1,1.0,47.0,perfect timing for lunch with friends 😒 irony,
I truly appreciate the traffic jam.,0,none,synthetic,0,0.0,35.0,i truly appreciate the traffic jam,
"Wow, just what I needed: the power cut. 🙃",1,understatement,synthetic,1,0.0,41.0,wow just what i needed the power cut 🙃,
the project submission went very well. 😊,0,none,synthetic,1,0.0,40.0,the project submission went very well 😊,
"Oh great, another teamwork in class. 🙃",1,verbal_irony,synthetic,1,0.0,38.0,oh great another teamwork in class 🙃,
the exam schedule was very helpful. 👍,0,none,synthetic,1,0.0,37.0,the exam schedule was very helpful 👍,
Love how the client call always happens to me. 😅 #mood,1,verbal_irony,synthetic,1,1.0,54.0,love how the client call always happens to me 😅 mood,
the delayed bus improved my day. 🎉,0,none,synthetic,1,0.0,34.0,the delayed bus improved my day 🎉,
"Amazing, my alarm stopped working again. 😒 #mood",1,understatement,synthetic,1,1.0,48.0,amazing my alarm stopped working again 😒 mood,
I am grateful for the slow laptop. 🎉,0,none,synthetic,1,0.0,36.0,i am grateful for the slow laptop 🎉,
"Yeah right, I just love the traffic jam.",1,understatement,synthetic,0,0.0,40.0,yeah right i just love the traffic jam,
Feeling positive about the feedback I got.,0,none,synthetic,0,0.0,42.0,feeling positive about the feedback i got,
Perfect timing for my vacation plans. 😒 #mood,1,exaggeration,synthetic,1,1.0,45.0,perfect timing for my vacation plans 😒 mood,
family dinner was very helpful. 👍,0,none,synthetic,1,0.0,33.0,family dinner was very helpful 👍,
"Sure, because extra homework is exactly what I wanted. 😒 #sarcasm",1,understatement,synthetic,1,1.0,65.0,sure because extra homework is exactly what i wanted 😒 sarcasm,
I am excited about the power cut. 😊,0,none,synthetic,1,0.0,35.0,i am excited about the power cut 😊,
Love how the slow laptop always happens to me.,1,understatement,synthetic,0,0.0,46.0,love how the slow laptop always happens to me,
I really enjoyed lunch with friends today. 😊,0,none,synthetic,1,0.0,44.0,i really enjoyed lunch with friends today 😊,
"Oh great, another my workout. 😅 #mood",1,exaggeration,synthetic,1,1.0,37.0,oh great another my workout 😅 mood,
Feeling positive about the presentation today.,0,none,synthetic,0,0.0,46.0,feeling positive about the presentation today,
"Nice, the power cut ruined everything. 😒 #irony",1,understatement,synthetic,1,1.0,47.0,nice the power cut ruined everything 😒 irony,
I am excited about the delayed bus. 🎉,0,none,synthetic,1,0.0,37.0,i am excited about the delayed bus 🎉,
"Wow, just what I needed: extra homework. 🙃 #life",1,understatement,synthetic,1,1.0,48.0,wow just what i needed extra homework 🙃 life,
I am grateful for family dinner.,0,none,synthetic,0,0.0,32.0,i am grateful for family dinner,
Perfect timing for my vacation plans. 😒,1,situational,synthetic,1,0.0,39.0,perfect timing for my vacation plans 😒,
I really enjoyed working late today. 😊,0,none,synthetic,1,0.0,38.0,i really enjoyed working late today 😊,
"Yeah right, I just love the delayed bus. 😅 #irony",1,verbal_irony,synthetic,1,1.0,49.0,yeah right i just love the delayed bus 😅 irony,
I am grateful for the long meeting. 🎉,0,none,synthetic,1,0.0,37.0,i am grateful for the long meeting 🎉,
"Oh great, another working late.  #life",1,exaggeration,synthetic,0,1.0,38.0,oh great another working late  life,
I am grateful for the exam schedule.,0,none,synthetic,0,0.0,36.0,i am grateful for the exam schedule,
"Fantastic, my day is complete with the traffic jam. 🙃 #irony",1,situational,synthetic,1,1.0,60.0,fantastic my day is complete with the traffic jam 🙃 irony,
the weather today went very well. 👍,0,none,synthetic,1,0.0,35.0,the weather today went very well 👍,
So happy that the exam schedule happened today. 🙃 #irony,1,exaggeration,synthetic,1,1.0,56.0,so happy that the exam schedule happened today 🙃 irony,
I am grateful for lunch with friends. 😊,0,none,synthetic,1,0.0,39.0,i am grateful for lunch with friends 😊,
"Fantastic, my day is complete with the presentation today. 🙃 #mood",1,verbal_irony,synthetic,1,1.0,66.0,fantastic my day is complete with the presentation today 🙃 mood,
Today was great because of my workout. 😊,0,none,synthetic,1,0.0,40.0,today was great because of my workout 😊,
Perfect timing for family dinner.  #sarcasm,1,exaggeration,synthetic,0,1.0,43.0,perfect timing for family dinner  sarcasm,
I am grateful for working late. 🎉,0,none,synthetic,1,0.0,33.0,i am grateful for working late 🎉,
Love how the client call always happens to me. 😒 #irony,1,understatement,synthetic,1,1.0,55.0,love how the client call always happens to me 😒 irony,
lunch with friends was very helpful. 😊,0,none,synthetic,1,0.0,38.0,lunch with friends was very helpful 😊,
"Nice, the weather today ruined everything. 😒 #irony",1,exaggeration,synthetic,1,1.0,51.0,nice the weather today ruined everything 😒 irony,
I am grateful for the traffic jam.,0,none,synthetic,0,0.0,34.0,i am grateful for the traffic jam,
"Amazing, my alarm stopped working again. 😅 #sarcasm",1,situational,synthetic,1,1.0,51.0,amazing my alarm stopped working again 😅 sarcasm,
lunch with friends was very helpful. 👍,0,none,synthetic,1,0.0,38.0,lunch with friends was very helpful 👍,
Perfect timing for the power cut. 😅,1,situational,synthetic,1,0.0,35.0,perfect timing for the power cut 😅,
